path,split,no_gain_candidate,causeless,uniform_fallen,uniform_lie_down,group,labels_16,n_labels,frames,total_frames,pred_fall,pred_fallen,pred_normal
walking/walking_te_013,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_014,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_015,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_016,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_017,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_018,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_019,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_020,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_021,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_022,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_023,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_024,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_025,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_026,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_027,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_028,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_029,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_030,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_031,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_032,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_033,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_034,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_035,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_036,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_037,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_038,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_039,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_040,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_041,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_042,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_043,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_044,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_045,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_046,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_047,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_048,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_049,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_050,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_051,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_052,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_053,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_054,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_055,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_056,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_057,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_058,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_059,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_060,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_061,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_062,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_063,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_064,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_065,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_066,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_067,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_068,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_069,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_070,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_071,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_072,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_073,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_074,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_075,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_076,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_077,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_078,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_079,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_080,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_081,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_082,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_083,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_084,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_085,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_086,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_087,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_088,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_089,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_090,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_091,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_092,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_093,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_094,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_095,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_096,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_097,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_098,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_099,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_100,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_101,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_102,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_103,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_104,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_105,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_106,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_107,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_108,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_109,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_110,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_111,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_112,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_113,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_114,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_115,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_116,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_117,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_118,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_119,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_120,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_121,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_122,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_123,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_124,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_125,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_126,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_127,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_128,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_129,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_130,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_131,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_132,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_133,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_134,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_135,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_136,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_137,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_138,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_139,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_140,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_141,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_142,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_143,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_144,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_145,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_146,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_147,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_148,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_149,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_150,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_151,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_152,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_153,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_154,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_155,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_156,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_157,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_158,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_159,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_160,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_161,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_162,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_163,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_164,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_165,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_166,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_167,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_168,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_169,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_170,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_171,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_172,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_173,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_174,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_175,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_176,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_177,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_178,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_179,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_180,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_181,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_182,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_183,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_184,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_185,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_186,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_187,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_188,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_189,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_190,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_191,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_192,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_193,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_194,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_195,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_196,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_197,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_198,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_te_199,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_te_200,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_001,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_002,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_003,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_004,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_005,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_006,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_007,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_008,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_009,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_010,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_011,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_012,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_013,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_014,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_015,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_016,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_017,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_018,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_019,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_020,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_021,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_022,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_023,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_024,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_025,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_026,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_027,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_028,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_029,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_030,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_031,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_032,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_033,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_034,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_035,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_036,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_037,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_038,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_039,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_040,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_041,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_042,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_043,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_044,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_045,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_046,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_047,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_048,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_049,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_050,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_051,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_052,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_053,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_054,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_055,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_056,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_057,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_058,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_059,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_060,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_061,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_062,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_063,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_064,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_065,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_066,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_067,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_068,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_069,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_070,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_071,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_072,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_073,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_074,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_075,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_076,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_077,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_078,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_079,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_080,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_081,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_082,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_083,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_084,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_085,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_086,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_087,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_088,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_089,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_090,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_091,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_092,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_093,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_094,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_095,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_096,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_097,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_098,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_099,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_100,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_101,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_102,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_103,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_104,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_105,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_106,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_107,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_108,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_109,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_110,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_111,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_112,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_113,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_114,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_115,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_116,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_117,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_118,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_119,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_120,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_121,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_122,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_123,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_124,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_125,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_126,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_127,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_128,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_129,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_130,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_131,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_132,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_133,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_134,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_135,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_136,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_137,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_138,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_139,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_140,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_141,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_142,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_143,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_144,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_145,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_146,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_147,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_148,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_149,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_150,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_151,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_152,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_153,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_154,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_155,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_156,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_157,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_158,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_159,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_160,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_161,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_162,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_163,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_164,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_165,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_166,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_167,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_168,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_169,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_170,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_171,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_172,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_173,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_174,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
walking/walking_to_175,val,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_176,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_177,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_178,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_179,train,False,False,False,False,-,walk,1,walk:81,81,,,
walking/walking_to_180,train,False,False,False,False,-,walk,1,walk:81,81,,,
